siteID,year,species,count,status
4,1988.0,Northern Oriole,0.5,breeder
4,1988.0,Fish Crow,+,breeder
5,1988.0,American Robin,18.0,breeder
5,1988.0,Blue Jay,17.0,breeder
5,1988.0,Black-capped Chickadee,15.0,breeder
5,1988.0,Northern Cardinal,14.0,breeder
5,1988.0,Common Grackle,12.0,breeder
5,1988.0,Northern Flicker,10.0,breeder
5,1988.0,House Wren,8.0,breeder
5,1988.0,Downy Woodpecker,7.0,breeder
5,1988.0,European Starling,4.0,breeder
5,1988.0,Brown-headed Cowbird,4.0,breeder
5,1988.0,Wood Duck,3.0,breeder
5,1988.0,Mallard,3.0,breeder
5,1988.0,Hairy Woodpecker,3.0,breeder
5,1988.0,Great Crested Flycatcher,3.0,breeder
5,1988.0,Northern Oriole,3.0,breeder
5,1988.0,Wood Thrush,2.0,breeder
5,1988.0,Gray Catbird,2.0,breeder
5,1988.0,Red-eyed Vireo,2.0,breeder
5,1988.0,Broad-winged Hawk,1.0,breeder
5,1988.0,Mourning Dove,1.0,breeder
5,1988.0,Black-billed Cuckoo,1.0,breeder
5,1988.0,Yellow-billed Cuckoo,1.0,breeder
5,1988.0,Belted Kingfisher,1.0,breeder
5,1988.0,Red-bellied Woodpecker,1.0,breeder
5,1988.0,Eastern Wood-Pewee,1.0,breeder
5,1988.0,American Crow,1.0,breeder
5,1988.0,White-breasted Nuthatch,1.0,breeder
5,1988.0,Rose-breasted Grosbeak,1.0,breeder
5,1988.0,Indigo Bunting,1.0,breeder
5,1988.0,Great Blue Heron,,visitor
5,1988.0,Green-backed Heron,,visitor
5,1988.0,Black-crowned Night-Heron,,visitor
5,1988.0,Red-tailed Hawk,,visitor
5,1988.0,Killdeer,,visitor
5,1988.0,Solitary Sandpiper,,visitor
5,1988.0,Spotted Sandpiper,,visitor
5,1988.0,Rock Dove,,visitor
5,1988.0,Eastern Screech-Owl,,visitor
5,1988.0,Common Nighthawk,,visitor
5,1988.0,Chimney Swift,,visitor
5,1988.0,Red-headed Woodpecker,,visitor
5,1988.0,Eastern Kingbird,,visitor
5,1988.0,Tree Swallow,,visitor
5,1988.0,Barn Swallow,,visitor
5,1988.0,Veery,,visitor
5,1988.0,Cedar Waxwing,,visitor
5,1988.0,Red-winged Blackbird,,visitor
5,1988.0,House Finch,,visitor
5,1988.0,American Goldfinch,,visitor
5,1988.0,House Sparrow,,visitor
6,1988.0,European Starling,14.0,breeder
6,1988.0,Carolina Chickadee,7.0,breeder
6,1988.0,Red-eyed Vireo,6.0,breeder
6,1988.0,Northern Cardinal,6.0,breeder
6,1988.0,Downy Woodpecker,4.0,breeder
6,1988.0,Acadian Flycatcher,4.0,breeder
6,1988.0,Carolina Wren,4.0,breeder
6,1988.0,Blue-gray Gnatcatcher,4.0,breeder
6,1988.0,Northern Parula,4.0,breeder
6,1988.0,Tufted Titmouse,3.0,breeder
6,1988.0,Wood Duck,2.0,breeder
6,1988.0,Red-bellied Woodpecker,2.0,breeder
6,1988.0,Great Crested Flycatcher,2.0,breeder
6,1988.0,Yellow-throated Warbler,2.0,breeder
6,1988.0,Mallard,1.0,breeder
6,1988.0,Northern Flicker,1.0,breeder
6,1988.0,Pileated Woodpecker,1.0,breeder
6,1988.0,Eastern Wood-Pewee,1.0,breeder
6,1988.0,White-breasted Nuthatch,1.0,breeder
6,1988.0,Warbling Vireo,1.0,breeder
6,1988.0,Prothonotary Warbler,1.0,breeder
6,1988.0,Indigo Bunting,1.0,breeder
6,1988.0,Song Sparrow,1.0,breeder
6,1988.0,Orchard Oriole,1.0,breeder
6,1988.0,House Finch,1.0,breeder
6,1988.0,Yellow Warbler,0.5,breeder
6,1988.0,Barred Owl,,visitor
6,1988.0,Ruby-throated Hummingbird,,visitor
6,1988.0,Belted Kingfisher,,visitor
6,1988.0,Hairy Woodpecker,,visitor
6,1988.0,Blue Jay,,visitor
6,1988.0,American Crow,,visitor
6,1988.0,Common Grackle,,visitor
6,1988.0,Brown-headed Cowbird,,visitor
6,1988.0,American Goldfinch,,visitor
7,1988.0,Wood Thrush,5.0,breeder
7,1988.0,American Redstart,5.0,breeder
7,1988.0,American Robin,4.0,breeder
7,1988.0,Ovenbird,3.0,breeder
7,1988.0,Gray Catbird,2.0,breeder
7,1988.0,Yellow Warbler,2.0,breeder
7,1988.0,Common Yellowthroat,20,breeder
7,1988.0,Northern Cardinal,2.0,breeder
7,1988.0,Northern Flicker,1.0,breeder
7,1988.0,Eastern Wood-Pewee,1.0,breeder
7,1988.0,Great Crested Flycatcher,1.0,breeder
7,1988.0,Black-capped Chickadee,1.0,breeder
7,1988.0,Veery,1.0,breeder
7,1988.0,Cedar Waxwing,1.0,breeder
7,1988.0,Red-eyed Vireo,1.0,breeder
7,1988.0,Scarlet Tanager,1.0,breeder
7,1988.0,Song Sparrow,1.0,breeder
7,1988.0,Red-winged Blackbird,1.0,breeder
7,1988.0,Common Grackle,1.0,breeder
7,1988.0,Brown-headed Cowbird,1.0,breeder
8,1988.0,Yellow Warbler,11.0,breeder
8,1988.0,Gray Catbird,5.0,breeder
8,1988.0,House Wren,4.0,breeder
8,1988.0,American Robin,4.0,breeder
8,1988.0,Song Sparrow,4.0,breeder
8,1988.0,Wood Thrush,3.0,breeder
8,1988.0,American Redstart,3.0,breeder
8,1988.0,Common Yellowthroat,3.0,breeder
8,1988.0,Red-winged Blackbird,2.0,breeder
8,1988.0,Mourning Dove,1.0,breeder
8,1988.0,Eastern Wood-Pewee,1.0,breeder
8,1988.0,Willow Flycatcher,1.0,breeder
8,1988.0,Least Flycatcher,1.0,breeder
8,1988.0,Tree Swallow,1.0,breeder
8,1988.0,Blue Jay,1.0,breeder
8,1988.0,Black-capped Chickadee,1.0,breeder
8,1988.0,Yellow-throated Vireo,1.0,breeder
8,1988.0,Warbling Vireo,1.0,breeder
8,1988.0,Northern Cardinal,1.0,breeder
8,1988.0,Rose-breasted Grosbeak,1.0,breeder
8,1988.0,Field Sparrow,1.0,breeder
8,1988.0,Common Grackle,1.0,breeder
8,1988.0,Brown-headed Cowbird,1.0,breeder
8,1988.0,Northern Oriole,1.0,breeder
8,1988.0,House Finch,1.0,breeder
8,1988.0,American Goldfinch,1.0,breeder
9,1988.0,American Robin,10.0,breeder
9,1988.0,Song Sparrow,6.0,breeder
9,1988.0,Common Grackle,4.0,breeder
9,1988.0,American Redstart,3.0,breeder
9,1988.0,Northern Cardinal,3.0,breeder
9,1988.0,Northern Flicker,2.0,breeder
9,1988.0,Eastern Wood-Pewee,2.0,breeder
9,1988.0,Black-capped Chickadee,2.0,breeder
9,1988.0,Gray Catbird,2.0,breeder
9,1988.0,Red-eyed Vireo,2.0,breeder
9,1988.0,House Finch,2.0,breeder
9,1988.0,House Sparrow,2.0,breeder
9,1988.0,Belted Kingfisher,1.0,breeder
9,1988.0,Great Crested Flycatcher,1.0,breeder
9,1988.0,Bank Swallow,1.0,breeder
9,1988.0,American Crow,1.0,breeder
9,1988.0,Wood Thrush,1.0,breeder
9,1988.0,Cedar Waxwing,1.0,breeder
9,1988.0,European Starling,1.0,breeder
10,1988.0,Yellow Warbler,9.0,breeder
10,1988.0,Gray Catbird,7.0,breeder
10,1988.0,Common Yellowthroat,4.0,breeder
10,1988.0,Northern Cardinal,4.0,breeder
10,1988.0,Black-capped Chickadee,3.0,breeder
10,1988.0,Veery,2.0,breeder
10,1988.0,American Robin,2.0,breeder
10,1988.0,Cedar Waxwing,2.0,breeder
10,1988.0,Rose-breasted Grosbeak,2.0,breeder
10,1988.0,Song Sparrow,2.0,breeder
10,1988.0,American Crow,1.0,breeder
10,1988.0,Wood Thrush,1.0,breeder
10,1988.0,Common Grackle,1.0,breeder
10,1988.0,American Goldfinch,1.0,breeder
11,1988.0,Song Sparrow,8.0,breeder
11,1988.0,American Robin,7.0,breeder
11,1988.0,Yellow Warbler,4.0,breeder
11,1988.0,Red-winged Blackbird,4.0,breeder
11,1988.0,American Goldfinch,3.0,breeder
11,1988.0,Willow Flycatcher,2.0,breeder
11,1988.0,Gray Catbird,2.0,breeder
11,1988.0,Cedar Waxwing,2.0,breeder
11,1988.0,Common Yellowthroat,2.0,breeder
11,1988.0,Northern Cardinal,2.0,breeder
11,1988.0,Common Grackle,2.0,breeder
11,1988.0,Killdeer,1.0,breeder
11,1988.0,Eastern Kingbird,1.0,breeder
11,1988.0,European Starling,1.0,breeder
11,1988.0,Grasshopper Sparrow,1.0,breeder
11,1988.0,Brown-headed Cowbird,1.0,breeder
12,1988.0,Ovenbird,7.0,breeder
12,1988.0,Red-eyed Vireo,2.0,breeder
12,1988.0,Black-and-white Warbler,2.0,breeder
12,1988.0,Scarlet Tanager,2.0,breeder
12,1988.0,Eastern Wood-Pewee,1.5,breeder
12,1988.0,Blue Jay,1.5,breeder
12,1988.0,Wood Thrush,1.5,breeder
12,1988.0,Mourning Dove,1.0,breeder
12,1988.0,Downy Woodpecker,1.0,breeder
12,1988.0,Hairy Woodpecker,1.0,breeder
12,1988.0,Great Crested Flycatcher,1.0,breeder
12,1988.0,Black-capped Chickadee,1.0,breeder
12,1988.0,Tufted Titmouse,1.0,breeder
12,1988.0,White-breasted Nuthatch,1.0,breeder
12,1988.0,Hermit Thrush,1.0,breeder
12,1988.0,Red-bellied Woodpecker,0.5,breeder
12,1988.0,Pileated Woodpecker,0.5,breeder
12,1988.0,Yellow-billed Cuckoo,+,breeder
12,1988.0,Brown Creeper,+,breeder
12,1988.0,Canada Goose,,visitor
12,1988.0,Broad-winged Hawk,,visitor
12,1988.0,American Crow,,visitor
12,1988.0,Common Grackle,,visitor
12,1988.0,Brown-headed Cowbird,,visitor
12,1988.0,American Goldfinch,,visitor
13,1988.0,Ovenbird,9.0,breeder
13,1988.0,Rufous-sided Towhee,3.5,breeder
13,1988.0,Common Yellowthroat,3.0,breeder
13,1988.0,Blue Jay,2.0,breeder
13,1988.0,Black-capped Chickadee,2.0,breeder
13,1988.0,Great Crested Flycatcher,1.5,breeder
13,1988.0,Hermit Thrush,1.5,breeder
13,1988.0,Wood Thrush,1.5,breeder
13,1988.0,Scarlet Tanager,1.5,breeder
13,1988.0,Indigo Bunting,1.5,breeder
13,1988.0,Ruffed Grouse,1.0,breeder
13,1988.0,Black-and-white Warbler,0.5,breeder
13,1988.0,Mourning Dove,+,breeder
13,1988.0,Yellow-billed Cuckoo,+,breeder
13,1988.0,Downy Woodpecker,+,breeder
13,1988.0,Red-eyed Vireo,+,breeder
13,1988.0,Northern Oriole,+,breeder
13,1988.0,Broad-winged Hawk,,visitor
13,1988.0,Wild Turkey,,visitor
13,1988.0,Eastern Wood-Pewee,,visitor
13,1988.0,Blue Jay,,visitor
13,1988.0,Northern Waterthrush,,visitor
13,1988.0,Common Grackle,,visitor
13,1988.0,Brown-headed Cowbird,,visitor
14,1988.0,Acadian Flycatcher,8.0,breeder
14,1988.0,Red-eyed Vireo,7.5,breeder
14,1988.0,Wood Thrush,6.0,breeder
14,1988.0,Blue-gray Gnatcatcher,4.0,breeder
14,1988.0,Scarlet Tanager,4.0,breeder
14,1988.0,Eastern Wood-Pewee,3.0,breeder
14,1988.0,White-breasted Nuthatch,3.0,breeder
14,1988.0,Red-bellied Woodpecker,2.0,breeder
14,1988.0,Downy Woodpecker,2.0,breeder
14,1988.0,Carolina Chickadee,2.0,breeder
14,1988.0,Tufted Titmouse,2.0,breeder
14,1988.0,Yellow-throated Vireo,2.0,breeder
14,1988.0,Yellow-billed Cuckoo,10,breeder
14,1988.0,Hairy Woodpecker,1.0,breeder
14,1988.0,Great Crested Flycatcher,1.0,breeder
14,1988.0,Cerulean Warbler,1.0,breeder
14,1988.0,Northern Cardinal,1.0,breeder
14,1988.0,Indigo Bunting,1.0,breeder
14,1988.0,Rufous-sided Towhee,1.0,breeder
14,1988.0,American Woodcock,,visitor
14,1988.0,Ruby-throated Hummingbird,,visitor
14,1988.0,Northern Flicker,,visitor
14,1988.0,American Crow,,visitor
14,1988.0,Blue Jay,,visitor
14,1988.0,Louisiana Waterthrush,,visitor
14,1988.0,Brown-headed Cowbird,,visitor
14,1988.0,Rose-breasted Grosbeak,,visitor
15,1988.0,American Redstart,19.0,breeder
15,1988.0,Veery,15.5,breeder
15,1988.0,Wood Thrush,8.0,breeder
15,1988.0,Red-eyed Vireo,8.0,breeder
15,1988.0,Eastern Wood-Pewee,7.0,breeder
15,1988.0,Black-throated Blue Warbler,6.0,breeder
15,1988.0,Ovenbird,6.0,breeder
15,1988.0,Scarlet Tanager,5.0,breeder
15,1988.0,Rufous-sided Towhee,5.0,breeder
15,1988.0,Acadian Flycatcher,4.0,breeder
15,1988.0,Cerulean Warbler,4.0,breeder
15,1988.0,Chestnut-sided Warbler,3.5,breeder
15,1988.0,Hooded Warbler,3.5,breeder
15,1988.0,Black-capped Chickadee,3.0,breeder
15,1988.0,Rose-breasted Grosbeak,3.0,breeder
15,1988.0,White-breasted Nuthatch,2.0,breeder
15,1988.0,Solitary Vireo,2.0,breeder
15,1988.0,Tufted Titmouse,1.0,breeder
15,1988.0,Gray Catbird,0.5,breeder
15,1988.0,Kentucky Warbler,0.5,breeder
15,1988.0,Indigo Bunting,0.5,breeder
15,1988.0,Yellow-billed Cuckoo,+,breeder
15,1988.0,Red-bellied Woodpecker,+,breeder
15,1988.0,Downy Woodpecker,+,breeder
15,1988.0,Hairy Woodpecker,+,breeder
15,1988.0,Pileated Woodpecker,+,breeder
15,1988.0,Great Crested Flycatcher,+,breeder
15,1988.0,Blue Jay,+,breeder
15,1988.0,Blue-gray Gnatcatcher,+,breeder
15,1988.0,Canada Warbler,+,breeder
15,1988.0,Brown-headed Cowbird,+,breeder
15,1988.0,Eastern Phoebe,,visitor
15,1988.0,American Crow,,visitor
15,1988.0,Common Raven,,visitor
15,1988.0,American Robin,,visitor
15,1988.0,Eastern Bluebird,,visitor
15,1988.0,Black-throated Green Warbler,,visitor
15,1988.0,Black-and-white Warbler,,visitor
15,1988.0,Dark-eyed Junco,,visitor
16,1988.0,American Redstart,16.5,breeder
16,1988.0,Veery,12.0,breeder
16,1988.0,Red-eyed Vireo,9.5,breeder
16,1988.0,Ovenbird,9.0,breeder
16,1988.0,Wood Thrush,8.5,breeder
16,1988.0,Acadian Flycatcher,5.5,breeder
16,1988.0,Cerulean Warbler,5.5,breeder
16,1988.0,Black-throated Blue Warbler,5.0,breeder
16,1988.0,Scarlet Tanager,5.0,breeder
16,1988.0,Eastern Wood-Pewee,4.0,breeder
16,1988.0,Solitary Vireo,4.0,breeder
16,1988.0,Hooded Warbler,3.5,breeder
16,1988.0,Rose-breasted Grosbeak,2.5,breeder
16,1988.0,Tufted Titmouse,2.0,breeder
16,1988.0,White-breasted Nuthatch,1.0,breeder
16,1988.0,Hairy Woodpecker,0.5,breeder
16,1988.0,Ruffed Grouse,+,breeder
16,1988.0,Yellow-billed Cuckoo,+,breeder
16,1988.0,Barred Owl,+,breeder
16,1988.0,Red-bellied Woodpecker,+,breeder
16,1988.0,Downy Woodpecker,+,breeder
16,1988.0,Pileated Woodpecker,+,breeder
16,1988.0,Blue Jay,+,breeder
16,1988.0,Blue-gray Gnatcatcher,+,breeder
16,1988.0,Canada Warbler,+,breeder
16,1988.0,Brown-headed Cowbird,+,breeder
16,1988.0,Wild Turkey,,visitor
16,1988.0,Broad-winged Hawk,,visitor
16,1988.0,Black-billed Cuckoo,,visitor
16,1988.0,Black-capped Chickadee,,visitor
16,1988.0,Chestnut-sided Warbler,,visitor
16,1988.0,Kentucky Warbler,,visitor
16,1988.0,Indigo Bunting,,visitor
17,1988.0,Red-eyed Vireo,7.0,breeder
17,1988.0,Black-throated Green Warbler,7.0,breeder
17,1988.0,Magnolia Warbler,2.5,breeder
17,1988.0,Ovenbird,2.0,breeder
17,1988.0,Dark-eyed Junco,2.0,breeder
17,1988.0,Veery,0.5,breeder
17,1988.0,Wood Thrush,0.5,breeder
17,1988.0,White-breasted Nuthatch,,visitor
17,1988.0,Solitary Vireo,,visitor
17,1988.0,Blackburnian Warbler,,visitor
17,1988.0,Scarlet Tanager,,visitor
17,1988.0,Rose-breasted Grosbeak,,visitor
18,1988.0,Red-eyed Vireo,15.0,breeder
18,1988.0,Black-throated Green Warbler,15.0,breeder
18,1988.0,Ovenbird,2.5,breeder
18,1988.0,Solitary Vireo,2.0,breeder
18,1988.0,Dark-eyed Junco,2.0,breeder
18,1988.0,Veery,1.5,breeder
18,1988.0,Black-capped Chickadee,1.0,breeder
18,1988.0,Magnolia Warbler,1.0,breeder
18,1988.0,Eastern Wood-Pewee,0.5,breeder
18,1988.0,Hermit Thrush,0.5,breeder
18,1988.0,Chestnut-sided Warbler,0.5,breeder
18,1988.0,Rose-breasted Grosbeak,0.5,breeder
18,1988.0,Great Crested Flycatcher,,visitor
18,1988.0,Tufted Titmouse,,visitor
18,1988.0,White-breasted Nuthatch,,visitor
18,1988.0,Brown Creeper,,visitor
18,1988.0,Golden-crowned Kinglet,,visitor
18,1988.0,American Redstart,,visitor
18,1988.0,Mourning Warbler,,visitor
18,1988.0,Brown-headed Cowbird,,visitor
19,1988.0,Bewick's Wren,10.0,breeder
19,1988.0,Brown Towhee,9.5,breeder
19,1988.0,Plain Titmouse,9.0,breeder
19,1988.0,California Quail,8.5,breeder
19,1988.0,Scrub Jay,8.0,breeder
19,1988.0,Acorn Woodpecker,6.0,breeder
19,1988.0,Anna's Hummingbird,5.5,breeder
19,1988.0,Bushtit,5.5,breeder
19,1988.0,Mourning Dove,5.0,breeder
19,1988.0,Ash-throated Flycatcher,5.0,breeder
19,1988.0,White-breasted Nuthatch,50,breeder
19,1988.0,House Finch,5.0,breeder
19,1988.0,Lesser Goldfinch,5.0,breeder
19,1988.0,Brown-headed Cowbird,4.0,breeder
19,1988.0,Western Bluebird,2.5,breeder
19,1988.0,Northern Oriole,2.5,breeder
19,1988.0,House Wren,2.0,breeder
19,1988.0,Blue-gray Gnatcatcher,2.0,breeder
19,1988.0,Hutton's Vireo,2.0,breeder
19,1988.0,Lawrence's Goldfinch,2.0,breeder
19,1988.0,Violet-green Swallow,1.5,breeder
19,1988.0,Phainopepla,1.5,breeder
19,1988.0,Great Horned Owl,1.0,breeder
19,1988.0,Nuttall's Woodpecker,1.0,breeder
19,1988.0,Hairy Woodpecker,1.0,breeder
19,1988.0,Western Kingbird,1.0,breeder
19,1988.0,Wrentit,1.0,breeder
19,1988.0,California Thrasher,1.0,breeder
19,1988.0,European Starling,1.0,breeder
19,1988.0,Black Phoebe,0.5,breeder
19,1988.0,Canyon Wren,0.5,breeder
19,1988.0,Lark Sparrow,0.5,breeder
19,1988.0,Turkey Vulture,,visitor
19,1988.0,Cooper's Hawk,,visitor
19,1988.0,Red-tailed Hawk,,visitor
19,1988.0,American Kestrel,,visitor
19,1988.0,Greater Roadrunner,,visitor
19,1988.0,Calliope Hummingbird,,visitor
19,1988.0,Common Raven,,visitor
19,1988.0,Orange-crowned Warbler,,visitor
19,1988.0,Rufous-sided Towhee,,visitor
19,1988.0,Red-winged Blackbird,,visitor
19,1988.0,Western Meadowlark,,visitor
19,1988.0,Brewer's Blackbird,,visitor
20,1988.0,Plain Titmouse,19.0,breeder
20,1988.0,Ash-throated Flycatcher,12.5,breeder
20,1988.0,Scrub Jay,85,breeder
20,1988.0,Mourning Dove,7.5,breeder
20,1988.0,Acorn Woodpecker,6.5,breeder
20,1988.0,Violet-green Swallow,6.5,breeder
20,1988.0,Brown Towhee,6.5,breeder
20,1988.0,Bewick's Wren,6.0,breeder
20,1988.0,European Starling,6.0,breeder
20,1988.0,Anna's Hummingbird,5.0,breeder
20,1988.0,White-breasted Nuthatch,5.0,breeder
20,1988.0,California Quail,4.5,breeder
20,1988.0,Brown-headed Cowbird,4.0,breeder
20,1988.0,Lesser Goldfinch,4.0,breeder
20,1988.0,Bushtit,3.5,breeder
20,1988.0,House Wren,3.0,breeder
20,1988.0,Blue-gray Gnatcatcher,3.0,breeder
20,1988.0,Nuttall's Woodpecker,2.5,breeder
20,1988.0,House Finch,2.5,breeder
20,1988.0,Hutton's Vireo,2.0,breeder
20,1988.0,Lawrence's Goldfinch,2.0,breeder
20,1988.0,Red-tailed Hawk,1.0,breeder
20,1988.0,Western Bluebird,1.0,breeder
20,1988.0,American Robin,1.0,breeder
20,1988.0,Northern Flicker,0.5,breeder
20,1988.0,Phainopepla,0.5,breeder
20,1988.0,Rufous-crowned Sparrow,+,breeder
20,1988.0,Turkey Vulture,,visitor
20,1988.0,Greater Roadrunner,,visitor
20,1988.0,Great Horned Owl,,visitor
20,1988.0,Hairy Woodpecker,,visitor
