siteID,sitename,latitude,longitude,location,description
20,GRAZED OAK-PINE WOODLAND,37.1,119.73333333333333,"California; Madera Co.; Coarsegold; San joaquin Experimental Range; 37°6'N, 119°44'W; Millerton Lake West Quadrangle, USGS.",See ]. Field Ornithol. 60 (Suppl.):35-36 (1989).
20,GRAZED OAK-PINE WOODLAND,37.1,119.73333333333333,"California; Madera C0,; Coarsegold; San Joaquin Experimental Range; 37°6'N, 119°44'W; Millerton Lake West Quadrangle, USGS.",See ]. Field Ornithol. 60 (Suppl.):35-36 (1989).
20,GRAZED OAK-PINE WOODLAND,37.1,119.73333333333333,"California; Madera Co.; Coarsegold; San Joaquin Experimental Range; 37°6'N, 119°44'W; Millerton Lake West Quadrangle, USGS.",See Field Ornithol. 60 (Suppl.):35-36 (1989).
21,OLD-GROWTH MIXED FOREST,40.21666666666667,105.55,"Colorado; Boulder Co.; Allenspark; Copeland Moraine; 40°13'N, 105°33'W; Allen's Park Quadrangle, USGS.","[From 1987 report.] Dry montane old growth mixed coniferous and deciduous forest. Numerous small meadows in forest openings. Several large glacial erratics. A dirt road runs the length of the plot. In 1985 a spruce budworrn infestation killed a large proportion of the Douglas-fir leaving many standing dead trees. A quantitative survey of the vegetation gave the following results: trees 7.6-cm diameter and over, based on ten 0.04-ha circular samples: 566/ha living, 331/ ha standing dead; total basal area 25 mZ/ha living, 20 tha standing dead. Species comprising 100% of the total number of living trees [figures after each give number of trees/ ha, relative density (%), relative dominance (%), frequency (%), in that sequence]: Ponderosa Pine 220, 39, 68, 100; Douglas-fir 193, 34, 20, 100; Quaking Aspen 124, 22,8, 60; Lodgepole Pine 25, 4, 4, 20; Narrow-leafed Cottonwood 5, 1, 0.3, 10. Living trees by diameter size Class [number of trees/ha, relative density (%), basal area in mZ/ha, relative basal area (%), in that sequence]: A (7.6-15.2 cm) 249, 44, 2.3, 9; B (15.2-22.9 cm) 156, 28, 4.3, 17; C (22.97381 cm) 109, 19, 8.1, 32; D (38.1A53.3 cm) 40, 7, 6.6, 26; E (53.3-68.6 cm) 10, 2, 2.8, 11; F (68.6-83.8 cm) 2, 0.4, 1.1, 4. Snags by diameter size class [number of snags/ha, relative density (%), basal area in mZ/ha, relative basal area (%), in that sequence]: A (7.615.2 cm) 116, 35, 1.1, 4; B (15.2-22.9 cm) 67, 20, 1.9, 9; C (22.9-38.1 cm) 106, 32, 7.9, 40; D (38.1~53.3 cm) 30, 9, 5.0, 25; E (53.3-68.6 cm) 10, 3, 2.8, 14; F (68.6-83.8 cm) 30, 1, 1.1, 6. Shrub stems/ha 82,750; ground cover 77%; canopy cover 35% (subjective estimate); average canopy height 22 m (range 13-27 m)."
22,OAK-HEMLOCK FOREST,41.36666666666667,72.11666666666666,"Connecticut; New London 00.; New London; Connecticut College Arboretum; 41°22'N, 72°07'W; Uncasville Quadrangle, USGS.","See Amer.Birdr 31:57-58 (1977) and Hemond, et a1. (1983. Bull. Torrey Bot. Club 110: 184-194)."
22,OAK-HEMLOCK FOREST,41.36666666666667,72.11666666666666,"Connecticut; New London Co.; New London; Bolleswood Natural Area, Connecticut College Arboretum; 41°22'N, 72°07'W; Uncasville Quadrangle, USGS.","See Am. Bird.r 31:57-58 (1977) and Hemond, et al. (1983. Bull. Torrey Bot. Club 110:184-194)."
22,OAK-HEMLOCK FOREST,41.36666666666667,72.11666666666666,"Connecticut; New London Co.; New London; Bolleswood Natural Area; 41°22'N, 72°7'W; Uncasville Quadrangle, USGS.",See Am. Birds 37: 73-74 (1983).
23,CLIMAX HEMLOCK-WHITE PINE FOREST,41.71666666666667,73.2,"Connecticut; Litchfield Co.; Litchfield; 41°43'N, 73°12'W; Litchfield Quadrangle, USGS.",See AudField Notes 19:594-595 (1965).
24,CENTRAL HARDWOOD FOREST WITH SCATTERED PINE,38.95,77.03333333333333,"District of Columbia; Washington DC; Rock Creek Park; 38°57'N, 77°02'W; Washington West Quadrangle, USGS.",See Aud.Field Note; 2: 153-154 (1948).
25,MATURE BEECH-MAGNOLIA FOREST,30.666666666666668,84.25,"Florida; Leon C0,; Tallahassee; 30°40'N, 84°15'W; Beachton Quadrangle, USGS.",See AmerBira'x 35:58 (1981). Hurricane Kate blew down many trees in this study plot in December 1985. The gaps created by the hurricane dramatically altered the structure of the vegetation of the plot.
25,MATURE BEECH-MAGNOLIA FOREST,30.666666666666668,84.25,"Florida; Leon C0.; Tallahassee; Woodyard Hammock; 30°40'N, 84°15'W; Beachton Quadrangle, USGS.","See Am. Birds 35:58 (1981). As an aftermath of Hurricane Kate (1985), dense subcanopy vegetation occupies the E half of the 5 third of the plot. A bulldozer track that removed subcanopy and understory vegetation and litter was run (fall 1990) across 175 m of the NW and NE corners of the plot. It had no obvious effect on the distribution of bird territories."
26,MIXED OAK-PINE FOREST I,41.06666666666667,76.11666666666666,"Pennsylvania; Luzerne Co.; Wapwallopen; Council Cup Forest; Pennsylvania Power and Light Company; 41°04'N, 76°07'W; Sybertsville Quadrangle, USGS.",See Amer.Birds 33:70 (1979).
